DayofMonth,UniqueCarrier,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance
14,WN,77,1,15,SJC,PDX,569
15,WN,80,-13,0,SJC,PDX,569
10,WN,65,10,5,OAK,LAX,337
10,WN,37,0,0,RNO,OAK,180
10,WN,63,0,0,LAS,SMF,397
14,WN,61,50,54,LAS,SMF,397
10,WN,89,-8,0,OAK,PHX,646
10,WN,85,-10,0,ABQ,SAN,628
14,WN,89,-10,5,ABQ,SAN,628
15,WN,92,56,62,ABQ,SAN,628
10,WN,221,-12,0,BWI,ABQ,1670
15,WN,224,52,50,BWI,ABQ,1670
10,WN,46,-6,0,RDU,BWI,255
15,WN,42,46,39,RDU,BWI,255
10,WN,95,110,110,BNA,HOU,670
14,WN,99,-11,0,BNA,HOU,670
15,WN,94,-12,0,BNA,HOU,670
10,WN,152,120,90,PVD,BNA,907
14,WN,123,-19,0,PVD,BNA,907
15,WN,132,-8,0,PVD,BNA,907
10,WN,50,0,0,BWI,ALB,288
15,WN,59,40,34,BWI,ALB,288
10,WN,162,-9,0,HOU,BWI,1246
11,WN,NA,NA,0,HOU,BWI,1246
15,WN,162,36,39,HOU,BWI,1246
10,WN,63,-2,0,BUR,PHX,369
10,WN,54,4,0,OAK,BUR,325
10,WN,43,-10,0,PHX,ABQ,328
10,WN,29,-5,0,AUS,HOU,148
11,WN,29,-1,0,AUS,HOU,148
10,WN,44,-9,0,HOU,MSY,303
11,WN,48,16,14,HOU,MSY,303
10,WN,73,-15,0,MSY,TPA,487
15,WN,73,-8,0,MSY,TPA,487
10,WN,36,-5,0,TPA,FLL,197
15,WN,42,0,0,TPA,FLL,197
10,WN,40,0,0,LAS,SAN,258
14,WN,45,53,43,LAS,SAN,258
15,WN,41,7,17,LAS,SAN,258
10,WN,60,-5,0,BWI,MHT,377
14,WN,65,253,241,BWI,MHT,377
10,WN,62,-5,0,MCI,MDW,405
14,WN,62,166,167,MCI,MDW,405
15,WN,55,-8,0,MCI,MDW,405
10,WN,85,-20,0,MDW,BWI,611
14,WN,84,251,255,MDW,BWI,611
10,WN,130,-5,0,PHX,MCI,1044
15,WN,126,-13,0,PHX,MCI,1044
10,WN,74,-10,0,CLE,STL,487
10,WN,45,0,0,LAS,LAX,236
10,WN,151,-7,0,MCI,LAS,1140
10,WN,42,-2,0,STL,MCI,237
10,WN,42,1,10,LAX,LAS,236
14,WN,40,6,0,LAX,LAS,236
15,WN,40,-6,0,LAX,LAS,236
10,WN,60,-7,0,DAL,MSY,437
14,WN,58,-10,0,DAL,MSY,437
10,WN,45,-5,0,LBB,DAL,293
14,WN,46,8,14,LBB,DAL,293
10,WN,45,-3,3,HOU,MSY,303
15,WN,47,8,10,HOU,MSY,303
10,WN,70,-12,0,MSY,JAX,513
15,WN,74,-3,0,MSY,JAX,513
10,WN,33,-1,0,SAT,HOU,192
11,WN,30,-5,0,SAT,HOU,192
15,WN,35,-3,0,SAT,HOU,192
10,WN,80,-3,0,DAL,ELP,562
14,WN,82,20,29,DAL,ELP,562
15,WN,80,6,19,DAL,ELP,562
10,WN,39,-8,0,TUL,DAL,237
15,WN,40,25,32,TUL,DAL,237
10,WN,161,-25,0,AUS,BWI,1342
14,WN,175,45,45,AUS,BWI,1342
15,WN,178,128,117,AUS,BWI,1342
10,WN,51,-10,0,BWI,BUF,281
14,WN,50,33,44,BWI,BUF,281
15,WN,59,118,116,BWI,BUF,281
10,WN,81,-9,0,BNA,BWI,588
15,WN,85,0,0,BNA,BWI,588
10,WN,107,-10,0,SAT,BNA,822
11,WN,NA,NA,0,SAT,BNA,822
15,WN,111,0,0,SAT,BNA,822
10,WN,67,-2,0,ABQ,LAS,487
14,WN,74,10,15,ABQ,LAS,487
10,WN,35,-2,0,LAS,ONT,197
14,WN,33,37,35,LAS,ONT,197
10,WN,55,0,0,ONT,OAK,361
14,WN,50,20,30,ONT,OAK,361
10,WN,44,-2,0,DAL,SAT,248
14,WN,42,-5,0,DAL,SAT,248
15,WN,37,-11,0,DAL,SAT,248
10,WN,145,-2,0,LAS,MCI,1140
14,WN,130,71,93,LAS,MCI,1140
15,WN,143,-7,0,LAS,MCI,1140
10,WN,60,-7,0,SMF,LAS,397
14,WN,59,86,90,SMF,LAS,397
15,WN,57,6,15,SMF,LAS,397
10,WN,68,6,2,SMF,LAS,397
14,WN,58,-1,4,SMF,LAS,397
15,WN,58,3,9,SMF,LAS,397
10,WN,28,1,0,MCO,PBI,142
14,WN,32,20,25,MCO,PBI,142
15,WN,34,-1,0,MCO,PBI,142
10,WN,100,7,20,PHX,SAT,843
15,WN,101,-12,0,PHX,SAT,843
10,WN,137,-10,0,SAT,MCO,1040
15,WN,140,-5,0,SAT,MCO,1040
10,WN,99,-5,0,ABQ,LAX,677
14,WN,103,152,160,ABQ,LAX,677
15,WN,91,-19,0,ABQ,LAX,677
10,WN,45,1,0,LAX,SJC,308
15,WN,44,-15,0,LAX,SJC,308
10,WN,45,0,0,MDW,STL,251
15,WN,46,18,25,MDW,STL,251
10,WN,92,-7,0,SJC,SEA,697
14,WN,93,75,100,SJC,SEA,697
10,WN,126,-15,0,STL,ABQ,934
15,WN,131,8,15,STL,ABQ,934
10,WN,82,-10,0,BNA,BWI,588
14,WN,88,20,15,BNA,BWI,588
15,WN,80,78,84,BNA,BWI,588
10,WN,63,-9,0,MSY,BNA,471
14,WN,71,10,7,MSY,BNA,471
15,WN,65,18,25,MSY,BNA,471
10,WN,49,-5,0,BWI,CLE,314
11,WN,48,-6,0,BWI,CLE,314
10,WN,52,-5,0,CLE,MDW,307
10,WN,42,-8,0,MDW,STL,251
14,WN,92,12,15,OAK,PHX,646
15,WN,95,40,32,OAK,PHX,646
10,WN,100,5,0,STL,HOU,687
10,WN,122,-22,0,AUS,MCO,993
14,WN,139,45,35,AUS,MCO,993
15,WN,130,-7,0,AUS,MCO,993
10,WN,105,-6,12,PHX,AUS,872
14,WN,111,18,30,PHX,AUS,872
15,WN,104,2,15,PHX,AUS,872
10,WN,43,-5,0,PHX,LAS,256
14,WN,45,-4,0,PHX,LAS,256
10,WN,56,-11,0,LIT,STL,296
15,WN,51,15,28,LIT,STL,296
10,WN,88,-9,0,MDW,RDU,632
10,WN,42,-4,0,STL,MDW,251
10,WN,46,2,0,LAS,PHX,256
14,WN,46,-6,0,LAS,PHX,256
10,WN,44,0,6,LAS,PHX,256
14,WN,38,-5,0,LAS,PHX,256
10,WN,63,0,0,OAK,LAS,407
14,WN,62,8,17,OAK,LAS,407
15,WN,60,162,165,OAK,LAS,407
10,WN,52,-5,0,LAX,OAK,337
10,WN,60,-6,0,SAN,SJC,417
14,WN,58,48,55,SAN,SJC,417
15,WN,64,-3,0,SAN,SJC,417
10,WN,57,22,28,LAX,PHX,370
14,WN,58,-2,0,LAX,PHX,370
15,WN,57,-1,0,LAX,PHX,370
10,WN,124,-4,12,PHX,HOU,1020
14,WN,126,-20,0,PHX,HOU,1020
15,WN,121,-20,0,PHX,HOU,1020
10,WN,86,-6,0,PDX,SJC,569
14,WN,85,60,57,PDX,SJC,569
10,WN,66,-5,0,SJC,SAN,417
14,WN,60,39,40,SJC,SAN,417
15,WN,58,-6,0,SJC,SAN,417
10,WN,35,-5,0,LAS,ONT,197
14,WN,35,-13,0,LAS,ONT,197
10,WN,148,-12,0,MCI,LAS,1140
14,WN,155,-12,0,MCI,LAS,1140
10,WN,55,0,0,CLE,MDW,307
14,WN,48,-8,0,CLE,MDW,307
10,WN,43,-15,0,BWI,BUF,281
15,WN,44,45,50,BWI,BUF,281
10,WN,69,0,0,IND,BWI,515
11,WN,78,-2,0,IND,BWI,515
15,WN,70,53,60,IND,BWI,515
10,WN,155,-15,0,LAS,HOU,1235
14,WN,150,80,92,LAS,HOU,1235
10,WN,51,3,0,SAN,LAS,258
14,WN,43,94,102,SAN,LAS,258
15,WN,45,13,25,SAN,LAS,258
10,WN,55,-5,0,BNA,MDW,395
15,WN,59,-3,0,BNA,MDW,395
10,WN,107,-9,0,PBI,BNA,758
15,WN,104,0,0,PBI,BNA,758
10,WN,30,-2,0,HOU,AUS,148
11,WN,25,-9,0,HOU,AUS,148
10,WN,84,-3,0,BNA,TPA,612
15,WN,86,40,40,BNA,TPA,612
10,WN,38,-10,0,TPA,FLL,197
14,WN,40,75,80,TPA,FLL,197
15,WN,41,34,35,TPA,FLL,197
10,WN,208,-16,0,LAS,CMH,1772
15,WN,195,22,40,LAS,CMH,1772
10,WN,43,-12,0,LAX,LAS,236
10,WN,130,-15,0,BWI,LIT,912
11,WN,124,-24,0,BWI,LIT,912
15,WN,119,10,35,BWI,LIT,912
10,WN,170,-16,0,LIT,LAS,1295
15,WN,175,19,0,LIT,LAS,1295
10,WN,73,-12,0,IND,BWI,515
10,WN,167,-30,0,PHX,IND,1489
10,WN,154,-28,0,LAS,LIT,1295
15,WN,142,0,40,LAS,LIT,1295
10,WN,115,-12,0,LIT,BWI,912
15,WN,114,23,36,LIT,BWI,912
10,WN,95,-10,0,HOU,STL,687
14,WN,100,57,52,HOU,STL,687
10,WN,45,4,0,MDW,CLE,307
14,WN,46,112,105,MDW,CLE,307
10,WN,42,-4,0,STL,MDW,251
14,WN,43,107,57,STL,MDW,251
10,WN,46,5,9,LAS,BUR,223
15,WN,36,-12,0,LAS,BUR,223
10,WN,149,-10,0,MCI,LAS,1140
11,WN,NA,NA,-5,MCI,LAS,1140
15,WN,158,-2,10,MCI,LAS,1140
10,WN,42,-5,0,STL,MCI,237
11,WN,40,0,0,STL,MCI,237
10,WN,259,-23,0,PHX,PVD,2277
15,WN,255,-15,10,PHX,PVD,2277
10,WN,79,-1,0,ABQ,DAL,580
14,WN,73,-10,0,ABQ,DAL,580
10,WN,81,-11,0,MSY,MCO,550
11,WN,90,0,0,MSY,MCO,550
15,WN,89,0,0,MSY,MCO,550
10,WN,307,13,17,PVD,PHX,2277
14,WN,310,60,55,PVD,PHX,2277
15,WN,313,3,0,PVD,PHX,2277
10,WN,76,-3,0,OAK,PDX,543
15,WN,79,-2,0,OAK,PDX,543
10,WN,97,-1,0,PHX,OAK,646
15,WN,105,3,0,PHX,OAK,646
10,WN,57,0,0,ONT,OAK,361
14,WN,54,-5,0,ONT,OAK,361
15,WN,54,-1,0,ONT,OAK,361
10,WN,57,4,0,BWI,ALB,288
15,WN,58,1,0,BWI,ALB,288
10,WN,83,-8,5,MDW,BWI,611
15,WN,88,-2,0,MDW,BWI,611
10,WN,45,-4,0,STL,MDW,251
11,WN,49,5,4,STL,MDW,251
10,WN,117,-12,0,MCI,RDU,904
14,WN,124,29,25,MCI,RDU,904
15,WN,112,-8,0,MCI,RDU,904
10,WN,176,-10,0,SJC,MCI,1479
14,WN,181,-12,0,SJC,MCI,1479
15,WN,174,0,17,SJC,MCI,1479
10,WN,127,0,0,BWI,JAN,888
15,WN,120,-10,0,BWI,JAN,888
10,WN,138,0,0,HOU,PHX,1020
14,WN,138,70,88,HOU,PHX,1020
10,WN,59,-5,0,JAN,HOU,359
14,WN,57,83,90,JAN,HOU,359
15,WN,60,0,0,JAN,HOU,359
10,WN,56,-7,0,PVD,BWI,328
15,WN,60,2,5,PVD,BWI,328
10,WN,157,-10,0,FLL,MDW,1166
14,WN,148,3,7,FLL,MDW,1166
15,WN,158,13,0,FLL,MDW,1166
10,WN,55,-4,0,ABQ,PHX,328
14,WN,57,17,26,ABQ,PHX,328
15,WN,55,-10,0,ABQ,PHX,328
10,WN,58,0,0,PHX,LAX,370
14,WN,56,7,22,PHX,LAX,370
15,WN,58,-10,0,PHX,LAX,370
10,WN,57,4,0,ONT,OAK,361
14,WN,58,0,0,ONT,OAK,361
15,WN,55,20,7,ONT,OAK,361
10,WN,54,5,0,PHX,ONT,325
14,WN,48,0,0,PHX,ONT,325
15,WN,47,17,20,PHX,ONT,325
10,WN,42,-6,0,DAL,SAT,248
15,WN,40,-5,0,DAL,SAT,248
10,WN,63,5,0,SNA,OAK,371
15,WN,65,2,0,SNA,OAK,371
10,WN,33,-5,0,AUS,DAL,189
14,WN,40,13,13,AUS,DAL,189
15,WN,43,7,0,AUS,DAL,189
10,WN,44,-2,0,DAL,LBB,293
14,WN,48,10,10,DAL,LBB,293
15,WN,48,-3,0,DAL,LBB,293
10,WN,59,-8,0,OAK,ONT,361
14,WN,59,56,57,OAK,ONT,361
15,WN,57,1,5,OAK,ONT,361
10,WN,53,-2,0,ONT,PHX,325
14,WN,46,40,37,ONT,PHX,325
15,WN,101,2,11,SEA,OAK,671
10,WN,33,2,0,DAL,AUS,189
10,WN,46,-5,0,LBB,DAL,293
14,WN,49,-4,0,LBB,DAL,293
15,WN,44,6,13,LBB,DAL,293
10,WN,105,29,15,PHX,OAK,646
15,WN,99,139,138,PHX,OAK,646
10,WN,48,27,30,SDF,STL,254
14,WN,42,-15,0,SDF,STL,254
10,WN,44,2,7,LAS,SAN,258
14,WN,45,62,55,LAS,SAN,258
15,WN,47,6,8,LAS,SAN,258
10,WN,63,-6,0,PDX,RNO,444
10,WN,43,2,6,RNO,LAS,345
14,WN,52,7,18,RNO,LAS,345
10,WN,47,-3,0,DAL,MAF,319
10,WN,36,-1,0,HOU,SAT,192
11,WN,35,0,0,HOU,SAT,192
10,WN,36,-14,0,LAS,ONT,197
15,WN,35,-10,0,LAS,ONT,197
10,WN,49,-2,0,MSY,HOU,303
11,WN,50,4,0,MSY,HOU,303
10,WN,144,-2,0,SAT,LAS,1069
10,WN,50,0,0,PHX,ONT,325
15,WN,49,1,0,PHX,ONT,325
10,WN,46,-11,0,SDF,STL,254
14,WN,45,199,209,SDF,STL,254
10,WN,170,-2,0,STL,PHX,1262
14,WN,189,175,180,STL,PHX,1262
10,WN,63,-8,0,RNO,PDX,444
14,WN,64,32,44,RNO,PDX,444
15,WN,67,0,8,RNO,PDX,444
10,WN,65,-7,0,SLC,RNO,422
14,WN,69,48,45,SLC,RNO,422
15,WN,66,-4,0,SLC,RNO,422
10,WN,55,8,0,BWI,PVD,328
11,WN,51,-6,0,BWI,PVD,328
10,WN,58,-5,0,MAF,HOU,441
11,WN,60,-3,0,MAF,HOU,441
10,WN,50,-10,0,BWI,PVD,328
14,WN,50,-3,0,BWI,PVD,328
10,WN,62,-1,0,HOU,TUL,453
11,WN,60,8,12,HOU,TUL,453
10,WN,61,2,0,MCI,MDW,405
10,WN,77,-17,5,MDW,BWI,611
10,WN,39,-1,0,TUL,MCI,223
11,WN,37,-3,0,TUL,MCI,223
10,WN,175,-5,0,MCI,SAN,1333
14,WN,180,-10,0,MCI,SAN,1333
15,WN,191,46,45,MCI,SAN,1333
10,WN,171,-15,0,MHT,MCI,1236
15,WN,178,48,65,MHT,MCI,1236
10,WN,71,-2,0,SAN,SMF,480
14,WN,64,-14,0,SAN,SMF,480
15,WN,71,30,34,SAN,SMF,480
10,WN,96,-3,0,BWI,MDW,611
14,WN,NA,NA,5,BWI,MDW,611
15,WN,98,43,51,BWI,MDW,611
10,WN,47,45,50,LAS,SNA,226
15,WN,41,30,39,LAS,SNA,226
10,WN,70,8,0,MDW,OMA,423
14,WN,67,275,279,MDW,OMA,423
15,WN,64,38,40,MDW,OMA,423
10,WN,149,-5,0,OMA,LAS,1099
14,WN,163,274,270,OMA,LAS,1099
15,WN,155,42,40,OMA,LAS,1099
10,WN,66,-10,0,BNA,CLE,448
14,WN,65,-3,0,BNA,CLE,448
15,WN,64,15,20,BNA,CLE,448
10,WN,227,-15,0,OAK,BNA,1959
15,WN,217,-15,0,OAK,BNA,1959
10,WN,54,-5,0,LAS,SLC,368
14,WN,56,0,0,LAS,SLC,368
14,WN,44,-2,0,LAX,LAS,236
15,WN,40,5,0,LAX,LAS,236
10,WN,59,-1,0,PHX,LAX,370
14,WN,56,7,22,PHX,LAX,370
10,WN,37,-12,0,SEA,GEG,224
10,WN,27,0,0,ISP,PVD,108
14,WN,25,28,35,ISP,PVD,108
15,WN,26,42,47,ISP,PVD,108
10,WN,123,3,0,JAX,ISP,859
14,WN,102,27,43,JAX,ISP,859
15,WN,105,55,70,JAX,ISP,859
10,WN,32,0,0,TPA,JAX,180
15,WN,35,75,80,TPA,JAX,180
10,WN,44,-3,0,MDW,STL,251
15,WN,50,40,35,MDW,STL,251
10,WN,101,-11,0,STL,HOU,687
14,WN,95,-5,0,STL,HOU,687
15,WN,97,23,33,STL,HOU,687
10,WN,98,-4,0,BNA,HOU,670
14,WN,68,268,277,BNA,RDU,443
15,WN,63,-10,0,BNA,RDU,443
10,WN,60,-7,0,MDW,BNA,395
14,WN,57,278,280,MDW,BNA,395
14,WN,90,253,253,RDU,TPA,587
15,WN,79,-17,0,RDU,TPA,587
10,WN,52,6,0,ONT,SJC,333
10,WN,78,-7,0,OAK,SLC,588
15,WN,75,-9,0,OAK,SLC,588
10,WN,45,-8,0,ABQ,PHX,328
14,WN,62,-2,0,ABQ,PHX,328
10,WN,35,-8,0,AMA,ABQ,277
14,WN,42,-5,0,AMA,ABQ,277
10,WN,59,-5,0,MCI,MDW,405
11,WN,65,0,0,MCI,MDW,405
15,WN,49,-10,10,MCI,MDW,405
10,WN,110,0,0,MDW,PVD,842
11,WN,NA,NA,0,MDW,PVD,842
15,WN,103,-14,0,MDW,PVD,842
10,WN,62,-4,0,OAK,SNA,371
15,WN,66,-5,0,OAK,SNA,371
10,WN,130,-13,0,PBI,BWI,883
11,WN,127,-13,0,PBI,BWI,883
15,WN,117,-25,0,PBI,BWI,883
10,WN,69,6,11,BNA,JAX,484
14,WN,65,14,25,BNA,JAX,484
15,WN,65,24,35,BNA,JAX,484
10,WN,54,-5,0,JAX,FLL,318
14,WN,50,0,5,JAX,FLL,318
15,WN,52,8,13,JAX,FLL,318
10,WN,27,-11,0,AUS,HOU,148
14,WN,31,0,5,AUS,HOU,148
10,WN,62,-10,0,HOU,TUL,453
14,WN,65,33,35,HOU,TUL,453
10,WN,45,-18,0,BWI,BUF,281
11,WN,46,-15,0,BWI,BUF,281
10,WN,32,-5,0,SAT,HOU,192
14,WN,31,-6,0,SAT,HOU,192
10,WN,93,-11,0,PHX,SMF,647
14,WN,89,109,124,PHX,SMF,647
15,WN,93,14,20,PHX,SMF,647
10,WN,304,-11,0,PVD,PHX,2277
11,WN,NA,NA,13,PVD,PHX,2277
15,WN,310,-14,5,PVD,PHX,2277
10,WN,184,-8,0,LAS,MDW,1521
14,WN,180,162,95,LAS,MDW,1521
15,WN,176,-14,5,LAS,MDW,1521
14,WN,97,175,175,MDW,BDL,777
15,WN,96,10,10,MDW,BDL,777
10,WN,43,0,0,PBI,TPA,174
15,WN,34,-5,0,PBI,TPA,174
10,WN,45,-16,0,BUF,BWI,281
14,WN,41,-20,0,BUF,BWI,281
15,WN,48,13,28,BUF,BWI,281
10,WN,155,-4,0,PVD,TPA,1137
15,WN,163,10,20,PVD,TPA,1137
10,WN,149,0,0,TPA,PVD,1137
14,WN,128,-27,0,TPA,PVD,1137
15,WN,142,8,18,TPA,PVD,1137
10,WN,37,-5,0,ABQ,ELP,223
14,WN,40,-1,0,ABQ,ELP,223
15,WN,37,14,19,ABQ,ELP,223
10,WN,60,-8,0,HOU,MAF,441
14,WN,63,0,0,HOU,MAF,441
15,WN,66,51,55,HOU,MAF,441
10,WN,50,14,20,MAF,ABQ,332
14,WN,52,-3,0,MAF,ABQ,332
15,WN,53,34,36,MAF,ABQ,332
10,WN,50,-5,0,PHX,SAN,304
11,WN,52,-5,0,PHX,SAN,304
10,WN,69,5,0,SAN,SMF,480
15,WN,68,32,42,SAN,SMF,480
10,WN,57,-7,0,CMH,BWI,336
11,WN,54,-15,0,CMH,BWI,336
10,WN,35,-5,0,BHM,BNA,177
11,WN,33,-3,0,BHM,BNA,177
10,WN,65,0,0,BNA,MDW,395
11,WN,60,0,0,BNA,MDW,395
10,WN,46,-5,0,HOU,MSY,303
14,WN,46,1,3,HOU,MSY,303
15,WN,42,20,30,HOU,MSY,303
10,WN,70,-3,0,MSY,TPA,487
14,WN,74,-3,0,MSY,TPA,487
15,WN,68,0,10,MSY,TPA,487
10,WN,117,45,44,PHX,TUL,935
10,WN,53,21,35,TUL,STL,351
10,WN,72,-3,0,JAX,MSY,513
10,WN,47,-6,0,MSY,HOU,303
10,WN,200,5,0,BNA,PHX,1448
11,WN,NA,NA,0,BNA,PHX,1448
15,WN,195,-20,0,BNA,PHX,1448
10,WN,75,-5,0,DTW,BNA,457
11,WN,66,-5,0,DTW,BNA,457
15,WN,66,0,23,DTW,BNA,457
10,WN,55,5,0,ONT,OAK,361
10,WN,55,10,7,PHX,ONT,325
14,WN,50,18,20,PHX,ONT,325
15,WN,52,0,0,PHX,ONT,325
10,WN,160,-10,0,FLL,MDW,1166
11,WN,NA,NA,0,FLL,MDW,1166
15,WN,150,-21,0,FLL,MDW,1166
10,WN,121,7,25,MDW,MCO,989
11,WN,NA,NA,0,MDW,MCO,989
15,WN,131,37,38,MDW,MCO,989
10,WN,55,-1,0,BHM,MSY,321
10,WN,32,-2,0,BNA,BHM,177
11,WN,34,3,0,BNA,BHM,177
10,WN,60,-3,0,MDW,BNA,395
11,WN,57,0,0,MDW,BNA,395
10,WN,40,-20,0,PHX,LAS,256
14,WN,47,6,17,PHX,LAS,256
10,WN,60,0,0,OAK,ONT,361
14,WN,60,3,0,OAK,ONT,361
15,WN,55,95,100,OAK,ONT,361
10,WN,52,-8,0,ONT,PHX,325
14,WN,47,-9,0,ONT,PHX,325
10,WN,85,-3,0,PDX,OAK,543
14,WN,86,5,0,PDX,OAK,543
15,WN,80,119,125,PDX,OAK,543
10,WN,33,-4,0,CRP,HOU,187
14,WN,35,13,15,CRP,HOU,187
15,WN,39,2,0,CRP,HOU,187
10,WN,38,-9,0,HOU,DAL,239
15,WN,42,-6,0,HOU,DAL,239
10,WN,41,-4,0,FLL,TPA,197
11,WN,45,-3,0,FLL,TPA,197
15,WN,39,-1,0,FLL,TPA,197
10,WN,136,-10,0,TPA,MDW,997
15,WN,127,-12,0,TPA,MDW,997
10,WN,42,-5,0,BUR,LAS,223
15,WN,40,-5,0,BUR,LAS,223
10,WN,135,-8,0,LAS,SAT,1069
14,WN,130,-12,0,LAS,SAT,1069
15,WN,123,70,85,LAS,SAT,1069
10,WN,49,-2,0,OAK,BUR,325
10,WN,153,-5,0,AUS,SAN,1164
14,WN,157,4,10,AUS,SAN,1164
10,WN,158,-5,0,RDU,AUS,1162
14,WN,157,-8,0,RDU,AUS,1162
10,WN,168,-10,0,LAX,MCI,1363
15,WN,160,22,35,LAX,MCI,1363
10,WN,66,5,0,MCI,MDW,405
14,WN,61,215,207,MCI,MDW,405
15,WN,57,7,10,MCI,MDW,405
10,WN,107,-5,0,MDW,PVD,842
14,WN,116,251,243,MDW,PVD,842
15,WN,110,-7,0,MDW,PVD,842
10,WN,60,-5,0,OAK,LAX,337
11,WN,65,10,0,OAK,LAX,337
10,WN,55,-7,0,ONT,SMF,389
14,WN,56,8,10,ONT,SMF,389
15,WN,59,-3,0,ONT,SMF,389
10,WN,98,-14,0,ABQ,HOU,759
14,WN,102,-6,0,ABQ,HOU,759
10,WN,65,-7,0,SLC,ABQ,493
10,WN,149,-18,0,MDW,FLL,1166
14,WN,152,135,145,MDW,FLL,1166
15,WN,155,-8,0,MDW,FLL,1166
10,WN,49,-12,0,BUF,BWI,281
14,WN,48,-13,0,BUF,BWI,281
15,WN,44,50,66,BUF,BWI,281
10,WN,171,2,0,BWI,HOU,1246
14,WN,156,-28,0,BWI,HOU,1246
10,WN,107,2,0,BWI,MCO,787
14,WN,118,23,20,BWI,MCO,787
15,WN,111,-8,0,BWI,MCO,787
10,WN,42,-5,0,MCO,FLL,178
14,WN,36,13,18,MCO,FLL,178
15,WN,34,-5,0,MCO,FLL,178
10,WN,62,0,0,SMF,ONT,389
10,WN,53,2,0,BWI,PVD,328
15,WN,52,2,5,BWI,PVD,328
10,WN,93,2,0,MDW,BWI,611
11,WN,87,-1,0,MDW,BWI,611
15,WN,81,-7,0,MDW,BWI,611
10,WN,106,-3,0,LAS,MAF,796
10,WN,43,1,0,LAX,LAS,236
10,WN,59,-2,0,OAK,LAX,337
10,WN,102,-5,0,BNA,AUS,756
14,WN,102,-13,0,BNA,AUS,756
15,WN,105,-5,0,BNA,AUS,756
10,WN,85,-10,0,BWI,BNA,588
14,WN,85,-5,5,BWI,BNA,588
15,WN,83,5,20,BWI,BNA,588
10,WN,57,-5,0,PVD,BWI,328
14,WN,63,0,0,PVD,BWI,328
15,WN,59,-9,0,PVD,BWI,328
10,WN,81,-5,0,MCO,MSY,550
14,WN,80,24,35,MCO,MSY,550
15,WN,75,115,125,MCO,MSY,550
10,WN,205,7,0,MSY,SAN,1599
14,WN,213,22,40,MSY,SAN,1599
15,WN,215,88,110,MSY,SAN,1599
10,WN,59,0,0,SAN,SJC,417
10,WN,58,4,0,SJC,LAS,386
14,WN,66,31,34,SJC,LAS,386
15,WN,54,-10,12,SJC,LAS,386
10,WN,40,-7,0,SAT,DAL,248
14,WN,42,-7,0,SAT,DAL,248
10,WN,65,-5,0,BNA,MSY,471
15,WN,68,-5,0,BNA,MSY,471
10,WN,88,-5,0,BWI,BNA,588
11,WN,85,-7,0,BWI,BNA,588
15,WN,83,1,15,BWI,BNA,588
10,WN,77,-13,0,BNA,BWI,588
14,WN,82,6,5,BNA,BWI,588
15,WN,76,-10,0,BNA,BWI,588
10,WN,68,-2,0,MCI,BNA,491
14,WN,73,22,20,MCI,BNA,491
15,WN,68,-6,0,MCI,BNA,491
10,WN,81,-8,0,MSY,MCO,550
14,WN,91,28,28,MSY,MCO,550
15,WN,85,3,10,MSY,MCO,550
10,WN,185,-18,0,SAN,MSY,1599
15,WN,183,-14,0,SAN,MSY,1599
10,WN,50,-1,0,STL,TUL,351
14,WN,52,4,0,STL,TUL,351
15,WN,56,15,10,STL,TUL,351
10,WN,71,-2,0,TUL,HOU,453
14,WN,68,-3,0,TUL,HOU,453
15,WN,75,22,23,TUL,HOU,453
10,WN,50,-5,0,BUF,BWI,281
11,WN,48,-10,0,BUF,BWI,281
15,WN,45,-13,0,BUF,BWI,281
10,WN,55,-2,0,LAS,RNO,345
10,WN,43,3,0,ONT,LAS,197
10,WN,55,-7,0,ONT,SMF,389
14,WN,57,-5,0,ONT,SMF,389
10,WN,31,-5,0,AUS,HOU,148
15,WN,30,40,45,AUS,HOU,148
10,WN,68,12,0,BWI,MHT,377
14,WN,61,38,39,BWI,MHT,377
15,WN,63,27,31,BWI,MHT,377
10,WN,76,0,0,ELP,AUS,528
11,WN,72,-1,0,ELP,AUS,528
10,WN,95,-10,0,HOU,STL,687
14,WN,99,-7,0,HOU,STL,687
15,WN,100,24,35,HOU,STL,687
10,WN,101,-8,0,STL,BWI,737
14,WN,104,2,8,STL,BWI,737
15,WN,100,6,15,STL,BWI,737
10,WN,37,4,0,DAL,AUS,189
15,WN,32,-3,0,DAL,AUS,189
10,WN,61,-5,0,MSY,DAL,437
11,WN,68,5,0,MSY,DAL,437
10,WN,63,5,0,HOU,MAF,441
10,WN,55,-12,0,ABQ,PHX,328
15,WN,61,-2,0,ABQ,PHX,328
10,WN,83,-13,0,PHX,RNO,601
15,WN,91,-2,0,PHX,RNO,601
10,WN,80,-18,0,RNO,SEA,564
14,WN,83,-22,0,RNO,SEA,564
15,WN,82,-4,0,RNO,SEA,564
10,WN,42,-9,0,LAS,SAN,258
10,WN,30,-3,0,TPA,PBI,174
11,WN,30,0,0,TPA,PBI,174
15,WN,34,8,19,TPA,PBI,174
10,WN,118,-12,0,BDL,MDW,777
11,WN,117,-5,0,BDL,MDW,777
15,WN,119,-17,0,BDL,MDW,777
10,WN,192,-12,0,MDW,PHX,1444
15,WN,201,-15,0,MDW,PHX,1444
10,WN,48,-3,0,PHX,SAN,304
14,WN,50,-13,0,PHX,SAN,304
