DayofMonth,UniqueCarrier,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance
14,WN,55,14,20,SMF,LAS,397
16,WN,55,-10,0,SMF,LAS,397
17,WN,60,-5,0,SMF,LAS,397
18,WN,50,-15,0,SMF,LAS,397
19,WN,61,-4,0,SMF,LAS,397
16,WN,58,3,0,LAS,RNO,345
17,WN,53,-5,0,LAS,RNO,345
18,WN,55,-2,0,LAS,RNO,345
11,WN,37,0,0,PHX,LAS,256
16,WN,42,-10,0,PHX,LAS,256
17,WN,42,-10,0,PHX,LAS,256
18,WN,46,-6,0,PHX,LAS,256
19,WN,NA,NA,52,PHX,LAS,256
16,WN,61,-4,0,LAS,ABQ,487
17,WN,61,-2,0,LAS,ABQ,487
18,WN,62,-5,0,LAS,ABQ,487
19,WN,64,-2,0,LAS,ABQ,487
16,WN,46,-7,0,SAN,LAS,258
17,WN,49,-4,0,SAN,LAS,258
18,WN,50,-1,0,SAN,LAS,258
19,WN,48,-6,0,SAN,LAS,258
14,WN,98,-9,0,LAS,MAF,796
15,WN,92,55,74,LAS,MAF,796
16,WN,95,-18,0,LAS,MAF,796
17,WN,103,-5,0,LAS,MAF,796
18,WN,98,-15,0,LAS,MAF,796
19,WN,97,-10,0,LAS,MAF,796
14,WN,43,-9,0,LAX,LAS,236
16,WN,40,-3,10,LAX,LAS,236
17,WN,43,-6,0,LAX,LAS,236
18,WN,40,-10,0,LAX,LAS,236
19,WN,43,-8,0,LAX,LAS,236
14,WN,52,-3,0,ONT,PHX,325
15,WN,50,80,82,ONT,PHX,325
16,WN,50,-5,0,ONT,PHX,325
18,WN,53,-2,0,ONT,PHX,325
19,WN,55,0,0,ONT,PHX,325
14,WN,135,-15,0,PHX,MCI,1044
16,WN,120,-30,0,PHX,MCI,1044
17,WN,128,-26,0,PHX,MCI,1044
18,WN,127,-11,0,PHX,MCI,1044
19,WN,125,-27,0,PHX,MCI,1044
14,WN,58,2,10,SMF,ONT,389
15,WN,57,98,105,SMF,ONT,389
16,WN,55,-10,0,SMF,ONT,389
18,WN,58,-5,0,SMF,ONT,389
19,WN,60,-4,0,SMF,ONT,389
14,WN,50,-5,0,BWI,BDL,283
15,WN,61,40,35,BWI,BDL,283
16,WN,50,-1,0,BWI,BDL,283
17,WN,52,-3,0,BWI,BDL,283
18,WN,49,-3,0,BWI,BDL,283
19,WN,52,-2,0,BWI,BDL,283
14,WN,80,-10,0,JAX,BWI,663
15,WN,95,27,28,JAX,BWI,663
16,WN,90,-8,0,JAX,BWI,663
17,WN,90,-5,0,JAX,BWI,663
18,WN,88,-5,0,JAX,BWI,663
19,WN,99,1,0,JAX,BWI,663
15,WN,66,31,20,BWI,BDL,283
16,WN,50,-5,0,BWI,BDL,283
17,WN,51,-4,0,BWI,BDL,283
18,WN,49,5,0,BWI,BDL,283
19,WN,52,5,0,BWI,BDL,283
14,WN,89,225,225,MDW,BWI,611
15,WN,86,17,21,MDW,BWI,611
16,WN,82,-11,0,MDW,BWI,611
17,WN,90,-2,0,MDW,BWI,611
18,WN,92,0,0,MDW,BWI,611
19,WN,87,-5,0,MDW,BWI,611
14,WN,50,-4,0,BUR,OAK,325
15,WN,68,30,0,BUR,OAK,325
16,WN,57,5,0,BUR,OAK,325
17,WN,55,5,0,BUR,OAK,325
18,WN,55,8,0,BUR,OAK,325
19,WN,52,9,0,BUR,OAK,325
14,WN,170,50,63,MSY,PHX,1301
15,WN,174,23,29,MSY,PHX,1301
16,WN,177,-9,0,MSY,PHX,1301
17,WN,175,-11,0,MSY,PHX,1301
18,WN,184,0,0,MSY,PHX,1301
19,WN,177,-4,0,MSY,PHX,1301
14,WN,57,29,42,PHX,LAX,370
15,WN,59,13,17,PHX,LAX,370
16,WN,55,-13,0,PHX,LAX,370
17,WN,57,-1,0,PHX,LAX,370
18,WN,55,5,10,PHX,LAX,370
19,WN,57,0,0,PHX,LAX,370
14,WN,31,-5,0,DAL,AUS,189
15,WN,31,0,0,DAL,AUS,189
16,WN,32,-3,0,DAL,AUS,189
17,WN,33,-6,0,DAL,AUS,189
18,WN,33,-6,0,DAL,AUS,189
19,WN,34,-3,0,DAL,AUS,189
14,WN,44,-9,0,LBB,DAL,293
16,WN,46,-2,0,LBB,DAL,293
17,WN,46,-2,0,LBB,DAL,293
18,WN,44,-4,0,LBB,DAL,293
19,WN,46,-4,0,LBB,DAL,293
14,WN,119,-15,0,MCO,STL,880
16,WN,125,-6,0,MCO,STL,880
17,WN,120,-7,0,MCO,STL,880
18,WN,150,15,0,MCO,STL,880
19,WN,124,-13,0,MCO,STL,880
15,WN,31,6,5,AUS,HOU,148
14,WN,121,34,55,PHX,HOU,1020
16,WN,116,-25,0,PHX,HOU,1020
17,WN,118,-23,0,PHX,HOU,1020
18,WN,123,-20,0,PHX,HOU,1020
19,WN,125,-19,0,PHX,HOU,1020
14,WN,83,-2,0,RNO,PHX,601
15,WN,78,-10,0,RNO,PHX,601
16,WN,82,-11,0,RNO,PHX,601
17,WN,84,-6,0,RNO,PHX,601
18,WN,88,0,0,RNO,PHX,601
19,WN,85,-5,0,RNO,PHX,601
14,WN,75,16,10,SEA,RNO,564
15,WN,77,-10,0,SEA,RNO,564
16,WN,72,-11,0,SEA,RNO,564
17,WN,72,-10,0,SEA,RNO,564
18,WN,70,-10,0,SEA,RNO,564
19,WN,76,-6,0,SEA,RNO,564
14,WN,41,-3,0,ABQ,AMA,277
16,WN,35,5,10,ABQ,AMA,277
17,WN,40,-8,0,ABQ,AMA,277
18,WN,38,-6,0,ABQ,AMA,277
19,WN,42,-2,0,ABQ,AMA,277
14,WN,62,-5,0,BUR,PHX,369
15,WN,58,32,40,BUR,PHX,369
16,WN,52,-20,0,BUR,PHX,369
17,WN,61,-7,0,BUR,PHX,369
18,WN,62,-4,0,BUR,PHX,369
19,WN,67,0,0,BUR,PHX,369
14,WN,58,3,0,PHX,ABQ,328
16,WN,75,13,0,PHX,ABQ,328
17,WN,44,-18,0,PHX,ABQ,328
18,WN,48,-13,0,PHX,ABQ,328
19,WN,46,-14,0,PHX,ABQ,328
14,WN,45,-10,0,SJC,BUR,296
15,WN,46,35,45,SJC,BUR,296
16,WN,40,-10,0,SJC,BUR,296
17,WN,48,-3,0,SJC,BUR,296
18,WN,44,3,0,SJC,BUR,296
19,WN,47,-7,0,SJC,BUR,296
15,WN,62,17,25,LAS,ABQ,487
17,WN,56,-4,0,LAX,OAK,337
18,WN,55,-10,0,LAX,OAK,337
19,WN,55,-5,0,LAX,OAK,337
14,WN,215,31,44,BHM,LAS,1618
15,WN,223,44,48,BHM,LAS,1618
16,WN,225,-6,0,BHM,LAS,1618
17,WN,227,-2,0,BHM,LAS,1618
18,WN,229,-3,0,BHM,LAS,1618
19,WN,218,-10,0,BHM,LAS,1618
14,WN,70,43,45,LAS,OAK,407
15,WN,68,25,28,LAS,OAK,407
16,WN,68,1,0,LAS,OAK,407
17,WN,70,-2,0,LAS,OAK,407
18,WN,67,-4,0,LAS,OAK,407
19,WN,63,-5,0,LAS,OAK,407
11,WN,44,-13,0,MDW,SDF,271
15,WN,50,8,10,MDW,SDF,271
17,WN,42,-6,0,MDW,SDF,271
18,WN,45,-5,0,MDW,SDF,271
19,WN,46,-10,0,MDW,SDF,271
15,WN,103,-7,0,SDF,TPA,727
16,WN,105,-5,0,SDF,TPA,727
17,WN,103,-4,0,SDF,TPA,727
18,WN,96,-18,0,SDF,TPA,727
19,WN,101,-12,0,SDF,TPA,727
14,WN,52,-13,0,SAN,TUS,367
15,WN,52,18,25,SAN,TUS,367
16,WN,51,33,40,SAN,TUS,367
17,WN,55,-8,0,SAN,TUS,367
18,WN,53,-5,0,SAN,TUS,367
19,WN,54,-6,0,SAN,TUS,367
14,WN,72,0,0,SMF,SAN,480
15,WN,67,-7,0,SMF,SAN,480
16,WN,62,-10,0,SMF,SAN,480
17,WN,68,-5,0,SMF,SAN,480
18,WN,67,-5,0,SMF,SAN,480
19,WN,68,-5,0,SMF,SAN,480
15,WN,137,4,0,SAT,TPA,972
15,WN,109,-3,0,MCO,BWI,787
16,WN,106,-7,0,MCO,BWI,787
17,WN,106,-4,0,MCO,BWI,787
18,WN,111,-6,0,MCO,BWI,787
19,WN,106,-10,0,MCO,BWI,787
11,WN,132,-7,0,ISP,MCO,972
15,WN,141,32,40,ISP,MCO,972
16,WN,140,-10,0,ISP,MCO,972
17,WN,130,-18,0,ISP,MCO,972
18,WN,141,-10,0,ISP,MCO,972
19,WN,130,-12,8,ISP,MCO,972
17,WN,57,2,0,PHX,ONT,325
18,WN,52,-5,0,PHX,ONT,325
19,WN,54,-1,0,PHX,ONT,325
15,WN,29,28,33,HOU,AUS,148
16,WN,28,-8,0,HOU,AUS,148
17,WN,30,-2,0,HOU,AUS,148
18,WN,25,-12,0,HOU,AUS,148
19,WN,28,-6,0,HOU,AUS,148
11,WN,52,-8,0,MDW,STL,251
17,WN,57,0,0,MDW,STL,251
18,WN,57,-6,0,MDW,STL,251
19,WN,54,-5,0,MDW,STL,251
17,WN,99,-12,0,STL,HOU,687
18,WN,93,-24,0,STL,HOU,687
19,WN,99,-14,0,STL,HOU,687
14,WN,54,0,0,DAL,AMA,324
15,WN,53,-6,0,DAL,AMA,324
16,WN,53,-5,0,DAL,AMA,324
17,WN,55,0,0,DAL,AMA,324
18,WN,55,0,0,DAL,AMA,324
19,WN,51,-8,0,DAL,AMA,324
15,WN,123,17,26,MCO,ISP,972
16,WN,122,-14,0,MCO,ISP,972
17,WN,128,-7,0,MCO,ISP,972
18,WN,125,-15,0,MCO,ISP,972
19,WN,127,-15,0,MCO,ISP,972
14,WN,40,-5,9,MCI,STL,237
15,WN,35,-17,0,MCI,STL,237
16,WN,37,-15,0,MCI,STL,237
17,WN,42,-15,0,MCI,STL,237
18,WN,40,11,11,MCI,STL,237
19,WN,50,-3,0,MCI,STL,237
14,WN,52,8,0,STL,IND,229
15,WN,36,-10,0,STL,IND,229
16,WN,40,-7,0,STL,IND,229
17,WN,37,-13,0,STL,IND,229
18,WN,44,12,0,STL,IND,229
19,WN,35,-5,0,STL,IND,229
14,WN,46,2,0,BUR,SJC,296
15,WN,48,-5,0,BUR,SJC,296
16,WN,50,0,0,BUR,SJC,296
17,WN,48,0,0,BUR,SJC,296
18,WN,46,-5,0,BUR,SJC,296
19,WN,47,-6,0,BUR,SJC,296
14,WN,50,-10,0,SJC,LAX,308
16,WN,53,-11,0,SJC,LAX,308
17,WN,51,-13,0,SJC,LAX,308
18,WN,56,-9,0,SJC,LAX,308
19,WN,52,-11,0,SJC,LAX,308
16,WN,40,40,55,CMH,MDW,284
17,WN,50,-6,0,CMH,MDW,284
18,WN,57,2,0,CMH,MDW,284
19,WN,57,-1,0,CMH,MDW,284
11,WN,110,-7,0,MCO,CMH,802
16,WN,130,13,0,MCO,CMH,802
17,WN,112,-8,0,MCO,CMH,802
18,WN,135,12,0,MCO,CMH,802
19,WN,118,-4,0,MCO,CMH,802
14,WN,45,130,140,SJC,BUR,296
15,WN,45,-11,0,SJC,BUR,296
16,WN,45,-12,0,SJC,BUR,296
17,WN,44,-2,0,SJC,BUR,296
18,WN,43,-10,0,SJC,BUR,296
19,WN,45,-3,0,SJC,BUR,296
14,WN,54,-2,0,BUR,SMF,358
16,WN,55,-2,0,BUR,SMF,358
17,WN,54,-4,0,BUR,SMF,358
18,WN,55,0,0,BUR,SMF,358
19,WN,61,5,0,BUR,SMF,358
14,WN,40,8,0,HOU,SAT,192
16,WN,30,-13,0,HOU,SAT,192
17,WN,34,-10,0,HOU,SAT,192
18,WN,35,-8,0,HOU,SAT,192
19,WN,38,-5,0,HOU,SAT,192
14,WN,53,10,15,LIT,STL,296
16,WN,57,0,0,LIT,STL,296
17,WN,53,0,0,LIT,STL,296
18,WN,51,100,99,LIT,STL,296
19,WN,49,-9,0,LIT,STL,296
14,WN,51,24,27,PHX,ONT,325
16,WN,49,10,20,PHX,ONT,325
17,WN,50,0,0,PHX,ONT,325
18,WN,46,42,52,PHX,ONT,325
19,WN,50,-3,5,PHX,ONT,325
14,WN,180,16,26,STL,PHX,1262
16,WN,184,-2,0,STL,PHX,1262
17,WN,187,-5,0,STL,PHX,1262
18,WN,180,69,78,STL,PHX,1262
19,WN,180,-9,0,STL,PHX,1262
14,WN,175,99,90,ISP,TPA,1034
15,WN,147,10,30,ISP,TPA,1034
16,WN,143,-23,0,ISP,TPA,1034
17,WN,147,-24,0,ISP,TPA,1034
18,WN,135,-35,0,ISP,TPA,1034
19,WN,138,-30,0,ISP,TPA,1034
14,WN,128,28,40,TPA,ISP,1034
15,WN,125,124,138,TPA,ISP,1034
16,WN,132,10,10,TPA,ISP,1034
17,WN,140,5,0,TPA,ISP,1034
18,WN,149,20,10,TPA,ISP,1034
19,WN,140,0,0,TPA,ISP,1034
14,WN,52,3,4,BUR,OAK,325
15,WN,52,-4,0,BUR,OAK,325
16,WN,53,2,0,BUR,OAK,325
17,WN,56,4,0,BUR,OAK,325
18,WN,46,-10,0,BUR,OAK,325
19,WN,51,1,0,BUR,OAK,325
14,WN,31,19,26,HOU,SAT,192
16,WN,36,-7,0,HOU,SAT,192
17,WN,37,-3,0,HOU,SAT,192
18,WN,36,-9,0,HOU,SAT,192
19,WN,38,-2,0,HOU,SAT,192
14,WN,60,112,115,SAN,SJC,417
15,WN,58,13,18,SAN,SJC,417
16,WN,62,0,0,SAN,SJC,417
17,WN,64,-3,0,SAN,SJC,417
18,WN,61,-5,0,SAN,SJC,417
19,WN,59,-8,0,SAN,SJC,417
14,WN,43,23,35,SAN,LAS,258
16,WN,48,-4,0,SAN,LAS,258
17,WN,46,-12,0,SAN,LAS,258
18,WN,44,-12,0,SAN,LAS,258
19,WN,52,-4,0,SAN,LAS,258
15,WN,81,-8,0,DAL,ELP,562
14,WN,55,-3,0,LAX,OAK,337
15,WN,51,19,22,LAX,OAK,337
16,WN,56,-4,0,LAX,OAK,337
17,WN,55,-3,0,LAX,OAK,337
18,WN,56,-4,0,LAX,OAK,337
19,WN,50,-8,0,LAX,OAK,337
14,WN,35,-1,0,OAK,RNO,180
15,WN,30,9,14,OAK,RNO,180
16,WN,34,-6,0,OAK,RNO,180
17,WN,34,11,15,OAK,RNO,180
18,WN,31,-4,0,OAK,RNO,180
19,WN,29,-7,0,OAK,RNO,180
14,WN,71,4,0,TUS,LAX,451
15,WN,68,-8,0,TUS,LAX,451
16,WN,69,-11,0,TUS,LAX,451
17,WN,73,-1,0,TUS,LAX,451
18,WN,70,-10,0,TUS,LAX,451
19,WN,68,-7,0,TUS,LAX,451
14,WN,55,29,30,BWI,ALB,288
15,WN,56,15,15,BWI,ALB,288
16,WN,50,-3,0,BWI,ALB,288
17,WN,54,-3,0,BWI,ALB,288
18,WN,57,0,0,BWI,ALB,288
19,WN,60,14,7,BWI,ALB,288
14,WN,49,30,38,LAS,TUS,365
15,WN,52,66,75,LAS,TUS,365
16,WN,50,-5,0,LAS,TUS,365
17,WN,55,-7,0,LAS,TUS,365
18,WN,55,10,0,LAS,TUS,365
19,WN,55,5,0,LAS,TUS,365
15,WN,120,63,58,SEA,LAS,866
16,WN,115,2,16,SEA,LAS,866
17,WN,115,-10,0,SEA,LAS,866
18,WN,120,-10,0,SEA,LAS,866
19,WN,115,-15,0,SEA,LAS,866
14,WN,56,24,32,TUS,SAN,367
15,WN,58,60,55,TUS,SAN,367
16,WN,57,-5,0,TUS,SAN,367
17,WN,58,-3,0,TUS,SAN,367
18,WN,58,-2,0,TUS,SAN,367
19,WN,50,-5,0,TUS,SAN,367
16,WN,60,-5,0,ABQ,PHX,328
17,WN,63,-1,0,ABQ,PHX,328
18,WN,58,-6,0,ABQ,PHX,328
19,WN,65,6,0,ABQ,PHX,328
14,WN,72,67,83,OAK,PDX,543
15,WN,72,-11,0,OAK,PDX,543
16,WN,75,-5,0,OAK,PDX,543
17,WN,77,-11,0,OAK,PDX,543
18,WN,76,-11,0,OAK,PDX,543
19,WN,77,-7,0,OAK,PDX,543
14,WN,57,80,63,ONT,OAK,361
15,WN,59,8,0,ONT,OAK,361
16,WN,58,5,0,ONT,OAK,361
17,WN,57,1,0,ONT,OAK,361
18,WN,56,0,0,ONT,OAK,361
19,WN,56,5,0,ONT,OAK,361
14,WN,56,-5,0,LAX,OAK,337
17,WN,55,-5,0,LAX,OAK,337
18,WN,53,-8,0,LAX,OAK,337
19,WN,53,-10,0,LAX,OAK,337
11,WN,39,-7,0,MCO,FLL,178
17,WN,40,-3,0,MCO,FLL,178
18,WN,40,-5,0,MCO,FLL,178
19,WN,39,-6,0,MCO,FLL,178
11,WN,42,-5,0,BOI,SLC,291
15,WN,42,-2,0,BOI,SLC,291
16,WN,40,-6,0,BOI,SLC,291
17,WN,42,-4,0,BOI,SLC,291
18,WN,39,-8,0,BOI,SLC,291
19,WN,41,-6,0,BOI,SLC,291
15,WN,194,-1,32,LAS,SDF,1624
16,WN,184,-50,0,LAS,SDF,1624
17,WN,180,-51,0,LAS,SDF,1624
18,WN,179,-56,0,LAS,SDF,1624
19,WN,180,-47,0,LAS,SDF,1624
14,WN,74,14,0,SDF,BWI,495
15,WN,76,-5,0,SDF,BWI,495
16,WN,75,-5,0,SDF,BWI,495
17,WN,73,-9,0,SDF,BWI,495
18,WN,70,-6,0,SDF,BWI,495
19,WN,70,-11,0,SDF,BWI,495
15,WN,56,-2,0,SLC,LAS,368
16,WN,59,-3,0,SLC,LAS,368
17,WN,59,-1,0,SLC,LAS,368
18,WN,53,-4,0,SLC,LAS,368
19,WN,58,-3,0,SLC,LAS,368
16,WN,66,16,0,BUR,OAK,325
17,WN,63,10,5,BUR,OAK,325
18,WN,59,7,0,BUR,OAK,325
19,WN,53,0,0,BUR,OAK,325
11,WN,69,0,0,PHX,BUR,369
16,WN,66,-5,0,PHX,BUR,369
17,WN,67,-2,0,PHX,BUR,369
18,WN,63,-8,0,PHX,BUR,369
19,WN,62,-1,0,PHX,BUR,369
14,WN,225,-2,10,LAS,BUF,1987
15,WN,229,1,15,LAS,BUF,1987
16,WN,228,-15,0,LAS,BUF,1987
17,WN,227,-15,0,LAS,BUF,1987
18,WN,222,-20,0,LAS,BUF,1987
19,WN,235,-7,0,LAS,BUF,1987
16,WN,50,-7,0,BOI,RNO,335
17,WN,51,-6,0,BOI,RNO,335
18,WN,50,-7,0,BOI,RNO,335
19,WN,50,-6,0,BOI,RNO,335
11,WN,41,-4,0,GEG,BOI,287
16,WN,43,-4,0,GEG,BOI,287
17,WN,42,-5,0,GEG,BOI,287
18,WN,43,-5,0,GEG,BOI,287
19,WN,41,-7,0,GEG,BOI,287
14,WN,60,-7,0,LAX,TUS,451
16,WN,60,-13,0,LAX,TUS,451
17,WN,63,-8,0,LAX,TUS,451
18,WN,63,-7,0,LAX,TUS,451
19,WN,62,-10,0,LAX,TUS,451
14,WN,62,9,33,RNO,LAX,390
16,WN,61,-23,0,RNO,LAX,390
17,WN,63,-17,0,RNO,LAX,390
18,WN,66,-4,5,RNO,LAX,390
19,WN,62,-16,0,RNO,LAX,390
14,WN,53,10,15,PHX,SAN,304
15,WN,50,-7,0,PHX,SAN,304
16,WN,49,-7,0,PHX,SAN,304
17,WN,46,-11,0,PHX,SAN,304
18,WN,48,0,7,PHX,SAN,304
19,WN,47,-8,0,PHX,SAN,304
14,WN,69,-3,0,SAN,SMF,480
16,WN,72,-3,0,SAN,SMF,480
17,WN,67,-11,0,SAN,SMF,480
18,WN,65,-11,0,SAN,SMF,480
19,WN,67,-5,0,SAN,SMF,480
14,WN,115,-12,0,AUS,PHX,872
15,WN,121,-9,0,AUS,PHX,872
16,WN,123,-7,0,AUS,PHX,872
17,WN,120,-5,0,AUS,PHX,872
18,WN,122,-8,0,AUS,PHX,872
19,WN,121,-8,0,AUS,PHX,872
14,WN,58,66,80,PHX,LAX,370
15,WN,56,77,80,PHX,LAX,370
16,WN,58,-13,0,PHX,LAX,370
17,WN,59,-10,0,PHX,LAX,370
18,WN,55,-10,0,PHX,LAX,370
19,WN,54,-20,0,PHX,LAX,370
14,WN,170,-5,10,LAS,MSY,1501
16,WN,174,-14,0,LAS,MSY,1501
17,WN,169,-23,0,LAS,MSY,1501
18,WN,171,-16,0,LAS,MSY,1501
19,WN,173,-18,0,LAS,MSY,1501
14,WN,70,93,90,OAK,SAN,446
16,WN,64,-5,0,OAK,SAN,446
17,WN,68,-5,0,OAK,SAN,446
18,WN,68,-5,0,OAK,SAN,446
19,WN,66,-3,0,OAK,SAN,446
14,WN,50,30,35,FLL,JAX,318
15,WN,55,-3,5,FLL,JAX,318
16,WN,47,-10,0,FLL,JAX,318
17,WN,54,-5,0,FLL,JAX,318
18,WN,50,-5,0,FLL,JAX,318
19,WN,50,-3,0,FLL,JAX,318
14,WN,65,5,20,JAX,BNA,484
15,WN,70,-10,0,JAX,BNA,484
16,WN,69,-11,0,JAX,BNA,484
17,WN,72,-9,0,JAX,BNA,484
18,WN,70,-10,0,JAX,BNA,484
19,WN,70,-5,0,JAX,BNA,484
14,WN,52,37,44,BWI,CLE,314
15,WN,49,47,53,BWI,CLE,314
16,WN,50,-14,0,BWI,CLE,314
17,WN,54,-9,0,BWI,CLE,314
18,WN,63,-3,0,BWI,CLE,314
19,WN,52,-8,0,BWI,CLE,314
14,WN,49,110,115,CLE,MDW,307
16,WN,52,-10,0,CLE,MDW,307
17,WN,58,7,0,CLE,MDW,307
18,WN,56,-3,0,CLE,MDW,307
19,WN,50,-2,0,CLE,MDW,307
14,WN,44,104,112,MDW,STL,251
16,WN,42,-9,0,MDW,STL,251
17,WN,47,-7,0,MDW,STL,251
19,WN,45,7,15,MDW,STL,251
14,WN,52,105,110,ABQ,TUS,321
15,WN,53,-2,0,ABQ,TUS,321
16,WN,54,-4,0,ABQ,TUS,321
17,WN,50,-3,0,ABQ,TUS,321
18,WN,50,-5,0,ABQ,TUS,321
19,WN,50,6,10,ABQ,TUS,321
14,WN,101,115,128,MCI,ABQ,718
15,WN,101,0,0,MCI,ABQ,718
16,WN,109,-8,0,MCI,ABQ,718
17,WN,108,2,0,MCI,ABQ,718
18,WN,105,-10,0,MCI,ABQ,718
19,WN,105,19,29,MCI,ABQ,718
14,WN,139,135,152,TPA,MCI,1048
15,WN,139,-13,0,TPA,MCI,1048
16,WN,145,-12,0,TPA,MCI,1048
17,WN,155,-2,0,TPA,MCI,1048
18,WN,148,0,0,TPA,MCI,1048
19,WN,145,39,45,TPA,MCI,1048
16,WN,95,-13,0,BWI,JAX,663
17,WN,98,27,30,BWI,JAX,663
18,WN,93,-10,0,BWI,JAX,663
19,WN,90,-10,0,BWI,JAX,663
16,WN,53,-10,0,JAX,FLL,318
17,WN,57,9,15,JAX,FLL,318
18,WN,52,-11,0,JAX,FLL,318
19,WN,52,-5,0,JAX,FLL,318
14,WN,67,14,18,SAN,OAK,446
16,WN,69,0,0,SAN,OAK,446
17,WN,68,5,0,SAN,OAK,446
18,WN,62,-10,0,SAN,OAK,446
19,WN,66,0,0,SAN,OAK,446
11,WN,40,2,0,FLL,TPA,197
15,WN,38,-5,0,FLL,TPA,197
17,WN,36,-5,0,FLL,TPA,197
18,WN,36,-2,0,FLL,TPA,197
19,WN,36,1,0,FLL,TPA,197
11,WN,37,-4,0,TPA,JAX,180
17,WN,28,-10,0,TPA,JAX,180
18,WN,35,0,0,TPA,JAX,180
19,WN,32,0,0,TPA,JAX,180
11,WN,36,-3,0,TPA,FLL,197
17,WN,38,-1,0,TPA,FLL,197
18,WN,34,-6,0,TPA,FLL,197
19,WN,38,-3,0,TPA,FLL,197
16,WN,43,-10,0,BOI,GEG,287
17,WN,47,-7,0,BOI,GEG,287
18,WN,46,-6,0,BOI,GEG,287
19,WN,48,-3,0,BOI,GEG,287
16,WN,53,-15,0,LAX,RNO,390
17,WN,65,-4,0,LAX,RNO,390
18,WN,61,-2,0,LAX,RNO,390
19,WN,60,-5,0,LAX,RNO,390
16,WN,45,-10,0,RNO,BOI,335
17,WN,51,-7,0,RNO,BOI,335
18,WN,48,-9,0,RNO,BOI,335
19,WN,50,-7,0,RNO,BOI,335
14,WN,55,32,35,ISP,BWI,220
16,WN,55,-2,0,ISP,BWI,220
17,WN,48,-10,0,ISP,BWI,220
18,WN,51,-5,0,ISP,BWI,220
19,WN,51,-3,0,ISP,BWI,220
11,WN,NA,NA,0,ALB,MCO,1073
15,WN,153,46,55,ALB,MCO,1073
16,WN,145,-17,0,ALB,MCO,1073
17,WN,149,-15,0,ALB,MCO,1073
18,WN,152,-9,0,ALB,MCO,1073
19,WN,145,-15,0,ALB,MCO,1073
14,WN,55,95,105,LAX,TUS,451
15,WN,60,23,20,LAX,TUS,451
16,WN,60,-10,0,LAX,TUS,451
17,WN,59,-12,0,LAX,TUS,451
18,WN,60,5,10,LAX,TUS,451
19,WN,62,-2,0,LAX,TUS,451
14,WN,128,-4,13,LAS,SAT,1069
15,WN,124,-15,0,LAS,SAT,1069
16,WN,126,-16,0,LAS,SAT,1069
17,WN,131,-10,0,LAS,SAT,1069
18,WN,130,-10,0,LAS,SAT,1069
19,WN,132,-15,0,LAS,SAT,1069
14,WN,71,4,7,OAK,SAN,446
15,WN,61,0,0,OAK,SAN,446
16,WN,63,-3,0,OAK,SAN,446
17,WN,68,0,0,OAK,SAN,446
18,WN,72,0,0,OAK,SAN,446
19,WN,70,0,0,OAK,SAN,446
14,WN,45,21,32,SAN,LAS,258
15,WN,45,-5,0,SAN,LAS,258
16,WN,48,-7,0,SAN,LAS,258
17,WN,48,-5,0,SAN,LAS,258
18,WN,45,-10,0,SAN,LAS,258
19,WN,46,-3,0,SAN,LAS,258
15,WN,42,-3,0,MDW,DTW,229
16,WN,40,-2,0,MDW,DTW,229
17,WN,45,-6,0,MDW,DTW,229
18,WN,39,-10,0,MDW,DTW,229
19,WN,46,-5,0,MDW,DTW,229
14,WN,65,2,5,LAS,SMF,397
16,WN,67,-6,0,LAS,SMF,397
17,WN,66,-3,0,LAS,SMF,397
18,WN,62,-5,0,LAS,SMF,397
19,WN,60,-7,0,LAS,SMF,397
14,WN,48,14,15,PHX,LAS,256
15,WN,39,29,40,PHX,LAS,256
16,WN,46,-7,0,PHX,LAS,256
17,WN,46,-4,0,PHX,LAS,256
18,WN,43,0,8,PHX,LAS,256
19,WN,42,-2,0,PHX,LAS,256
11,WN,32,4,0,IND,MDW,162
17,WN,30,-7,0,IND,MDW,162
18,WN,32,-3,0,IND,MDW,162
19,WN,33,75,68,IND,MDW,162
16,WN,75,0,0,SDF,BWI,495
17,WN,77,-1,0,SDF,BWI,495
18,WN,70,0,0,SDF,BWI,495
19,WN,73,-5,0,SDF,BWI,495
11,WN,42,2,0,STL,SDF,254
16,WN,40,-10,0,STL,SDF,254
17,WN,41,-1,0,STL,SDF,254
18,WN,42,0,0,STL,SDF,254
19,WN,40,-2,0,STL,SDF,254
11,WN,79,-5,0,ABQ,DAL,580
16,WN,77,-9,0,ABQ,DAL,580
17,WN,75,-13,0,ABQ,DAL,580
19,WN,79,-8,0,ABQ,DAL,580
16,WN,59,-7,0,DAL,MSY,437
17,WN,59,-9,0,DAL,MSY,437
18,WN,62,-4,0,DAL,MSY,437
19,WN,61,-4,0,DAL,MSY,437
15,WN,215,-10,0,BNA,LAS,1588
16,WN,230,3,3,BNA,LAS,1588
17,WN,229,2,0,BNA,LAS,1588
18,WN,223,-5,0,BNA,LAS,1588
19,WN,220,-10,0,BNA,LAS,1588
11,WN,72,-5,0,CLE,BNA,448
15,WN,68,-5,15,CLE,BNA,448
16,WN,71,-17,0,CLE,BNA,448
17,WN,70,-20,0,CLE,BNA,448
18,WN,72,-17,0,CLE,BNA,448
19,WN,74,-15,0,CLE,BNA,448
14,WN,42,40,43,LAS,BUR,223
15,WN,44,3,0,LAS,BUR,223
